,id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,score_recuperacao
149,20150,114.85,158,Pequeno,Produtor,F,Sudeste,0.52938414
1768,21769,292.05,416,Médio,Produtor,C,Centro-Oeste,0.52872837
502,20503,27.87,1482,Pequeno,Produtor,C,Sul,0.52871454
1934,21935,77.22,1464,Médio,Cooperativa,A,Centro-Oeste,0.52863723
676,20677,2.16,752,Pequeno,Produtor,C,Sudeste,0.52818245
138,20139,6.33,885,Pequeno,Distribuidor,C,Sul,0.5281678
1958,21959,4.04,1372,Médio,Indústria,C,Sudeste,0.5280824
488,20489,16.71,810,Pequeno,Distribuidor,D,Sul,0.52774745
274,20275,1.12,757,Médio,Distribuidor,C,Sudeste,0.5272805
1190,21191,42.73,1404,Pequeno,Produtor,F,Centro-Oeste,0.5272158
185,20186,21.88,990,Médio,Produtor,D,Sul,0.52720773
1543,21544,39.08,656,Médio,Produtor,D,Nordeste,0.52702594
24,20025,35.66,602,Pequeno,Distribuidor,C,Centro-Oeste,0.526866
590,20591,476.49,136,Médio,Cooperativa,F,Norte,0.5268617
542,20543,52.96,363,Pequeno,Distribuidor,C,Sudeste,0.52666396
238,20239,318.46,1344,Pequeno,Cooperativa,C,Sudeste,0.52645123
1048,21049,66.13,310,Pequeno,Produtor,F,Sul,0.5261113
2,20003,186.34,1439,Pequeno,Cooperativa,B,Sudeste,0.52596587
1231,21232,136.71,679,Pequeno,Produtor,C,Sudeste,0.5258883
33,20034,28.15,185,Pequeno,Produtor,C,Centro-Oeste,0.5257276
786,20787,141.12,1254,Médio,Produtor,C,Centro-Oeste,0.525705
319,20320,214.88,294,Médio,Produtor,C,Nordeste,0.5252886
666,20667,45.0,695,Pequeno,Indústria,B,Centro-Oeste,0.525219
767,20768,36.03,154,Pequeno,Distribuidor,F,Sudeste,0.52477396
1802,21803,88.83,827,Médio,Cooperativa,F,Centro-Oeste,0.52462286
1004,21005,201.25,935,Médio,Produtor,C,Sul,0.52418697
896,20897,177.91,990,Médio,Produtor,D,Norte,0.5240905
92,20093,121.22,1036,Pequeno,Cooperativa,D,Sul,0.5240553
989,20990,37.78,1292,Pequeno,Indústria,C,Sudeste,0.52393764
541,20542,264.49,804,Pequeno,Produtor,D,Sudeste,0.52375823
949,20950,40.46,898,Pequeno,Produtor,C,Sul,0.52370113
1639,21640,13.02,1135,Pequeno,Distribuidor,C,Sul,0.52327657
1653,21654,1.02,1302,Médio,Distribuidor,D,Sul,0.5232321
1572,21573,29.19,522,Pequeno,Produtor,B,Nordeste,0.5231314
1807,21808,31.67,253,Médio,Produtor,B,Sudeste,0.5229856
126,20127,28.68,740,Médio,Produtor,C,Sul,0.5228405
94,20095,15.23,1379,Grande,Produtor,C,Centro-Oeste,0.52283597
1648,21649,14.45,774,Pequeno,Distribuidor,D,Sudeste,0.5225854
944,20945,97.98,892,Grande,Cooperativa,C,Nordeste,0.5225219
1920,21921,18.54,1239,Pequeno,Produtor,C,Sul,0.5222545
583,20584,41.9,750,Pequeno,Produtor,C,Sudeste,0.5222312
1854,21855,58.51,1404,Pequeno,Cooperativa,C,Sul,0.5219141
1828,21829,31.51,984,Pequeno,Cooperativa,C,Sudeste,0.5214239
870,20871,29.41,145,Médio,Produtor,C,Sudeste,0.52117974
652,20653,37.79,1470,Grande,Cooperativa,C,Nordeste,0.52112293
307,20308,8.98,1090,Pequeno,Cooperativa,D,Sudeste,0.52091026
1975,21976,60.82,845,Pequeno,Distribuidor,C,Nordeste,0.5208155
1103,21104,135.6,976,Pequeno,Cooperativa,C,Centro-Oeste,0.5199183
851,20852,7.14,740,Pequeno,Produtor,D,Sul,0.51977843
1197,21198,56.77,968,Pequeno,Produtor,C,Sudeste,0.5196217
470,20471,25.51,264,Pequeno,Produtor,C,Sul,0.51951635
1238,21239,320.68,324,Médio,Produtor,C,Centro-Oeste,0.51937604
1755,21756,16.04,171,Médio,Distribuidor,D,Sudeste,0.51924396
1778,21779,22.11,478,Pequeno,Distribuidor,C,Norte,0.51890457
1804,21805,39.66,825,Pequeno,Indústria,B,Sul,0.5188238
0,20001,36.78,1097,Pequeno,Produtor,C,Centro-Oeste,0.5186217
1972,21973,414.49,1279,Médio,Produtor,A,Sudeste,0.51842886
905,20906,51.66,1403,Pequeno,Cooperativa,D,Sudeste,0.51800466
1334,21335,49.86,667,Pequeno,Produtor,B,Sudeste,0.5179199
1423,21424,25.73,118,Médio,Produtor,C,Centro-Oeste,0.5178557
1644,21645,43.11,525,Pequeno,Produtor,D,Centro-Oeste,0.5172696
1045,21046,210.64,1373,Pequeno,Cooperativa,C,Sudeste,0.5171126
1052,21053,27.85,492,Pequeno,Cooperativa,D,Sudeste,0.5167464
1709,21710,37.84,820,Pequeno,Cooperativa,C,Centro-Oeste,0.5166109
1798,21799,92.28,1047,Pequeno,Produtor,C,Sudeste,0.51632726
1023,21024,727.25,676,Pequeno,Produtor,B,Centro-Oeste,0.5162118
213,20214,2.98,1249,Pequeno,Distribuidor,C,Centro-Oeste,0.51613706
1179,21180,191.54,1387,Pequeno,Produtor,D,Norte,0.5160814
309,20310,695.0,893,Pequeno,Produtor,D,Sudeste,0.51595944
678,20679,55.76,842,Pequeno,Distribuidor,C,Centro-Oeste,0.5156654
328,20329,71.08,817,Pequeno,Produtor,F,Sudeste,0.51563656
576,20577,197.96,1269,Médio,Distribuidor,A,Centro-Oeste,0.5155903
1514,21515,235.94,378,Médio,Indústria,D,Sudeste,0.515218
834,20835,13.09,654,Pequeno,Produtor,D,Nordeste,0.5150375
1976,21977,144.33,593,Pequeno,Produtor,C,Norte,0.51498896
304,20305,40.08,1439,Pequeno,Distribuidor,C,Norte,0.51484
752,20753,7.39,565,Pequeno,Produtor,C,Centro-Oeste,0.5145313
194,20195,27.87,398,Pequeno,Produtor,B,Sul,0.5133969
76,20077,19.01,1234,Grande,Produtor,C,Nordeste,0.51318973
665,20666,11.84,372,Pequeno,Indústria,D,Sudeste,0.5131648
969,20970,2.99,888,Médio,Distribuidor,A,Sudeste,0.5131493
742,20743,139.68,924,Pequeno,Produtor,C,Centro-Oeste,0.512715
1374,21375,492.17,822,Grande,Produtor,C,Centro-Oeste,0.51244026
1942,21943,60.18,612,Pequeno,Produtor,C,Nordeste,0.5123931
1595,21596,10.81,1301,Médio,Indústria,F,Sudeste,0.51236016
1428,21429,99.7,1238,Médio,Indústria,B,Sul,0.5119016
684,20685,120.79,230,Pequeno,Produtor,B,Sul,0.511847
884,20885,2.5,842,Pequeno,Produtor,D,Sul,0.51182616
740,20741,145.95,1011,Pequeno,Produtor,C,Sudeste,0.5115681
1654,21655,7.96,1446,Pequeno,Produtor,C,Norte,0.5115094
367,20368,21.73,872,Médio,Produtor,A,Sul,0.5114611
16,20017,6.36,1293,Pequeno,Produtor,D,Centro-Oeste,0.51127476
1793,21794,27.91,282,Grande,Distribuidor,C,Norte,0.5111389
1765,21766,57.99,1205,Pequeno,Produtor,D,Centro-Oeste,0.5107323
1409,21410,18.05,1388,Grande,Produtor,C,Centro-Oeste,0.51066417
1724,21725,11.9,727,Pequeno,Produtor,D,Sul,0.5105241
1459,21460,33.72,860,Pequeno,Indústria,C,Nordeste,0.5104183
1780,21781,56.67,721,Pequeno,Produtor,D,Sudeste,0.51006496
1627,21628,9.11,338,Médio,Distribuidor,D,Sudeste,0.50956476
448,20449,299.52,281,Pequeno,Produtor,D,Centro-Oeste,0.5093816
240,20241,121.07,1130,Pequeno,Distribuidor,A,Sudeste,0.50909144
1223,21224,8.82,280,Médio,Produtor,F,Nordeste,0.5090777
1764,21765,33.88,1380,Pequeno,Produtor,D,Sudeste,0.5090539
959,20960,484.81,337,Pequeno,Cooperativa,C,Norte,0.5088889
1760,21761,7.52,614,Médio,Produtor,C,Sul,0.50885236
77,20078,7.09,141,Pequeno,Produtor,C,Sudeste,0.5082509
1487,21488,2.62,1343,Grande,Cooperativa,C,Sul,0.50815296
39,20040,27.3,299,Grande,Cooperativa,C,Centro-Oeste,0.5080552
1981,21982,3.98,130,Pequeno,Distribuidor,C,Sul,0.50793356
586,20587,8.6,1218,Pequeno,Cooperativa,C,Sudeste,0.5076109
352,20353,119.68,455,Pequeno,Produtor,F,Centro-Oeste,0.5075369
984,20985,33.94,883,Médio,Indústria,F,Norte,0.5074217
141,20142,187.27,434,Pequeno,Produtor,D,Sul,0.5073081
1093,21094,23.06,196,Pequeno,Produtor,C,Sudeste,0.5072453
603,20604,136.79,1082,Médio,Produtor,B,Centro-Oeste,0.5070364
747,20748,29.87,735,Médio,Produtor,F,Centro-Oeste,0.506616
987,20988,34.36,1407,Pequeno,Distribuidor,A,Sudeste,0.5065968
332,20333,78.99,648,Médio,Distribuidor,C,Sul,0.50647867
644,20645,9.47,1492,Pequeno,Produtor,D,Centro-Oeste,0.50554127
145,20146,102.15,1427,Grande,Distribuidor,C,Centro-Oeste,0.505466
1219,21220,8.3,1112,Pequeno,Cooperativa,A,Sul,0.5053961
1868,21869,37.88,783,Pequeno,Produtor,D,Nordeste,0.50473714
548,20549,632.93,1323,Pequeno,Distribuidor,F,Nordeste,0.5045538
1373,21374,21.64,736,Pequeno,Produtor,C,Sudeste,0.50453573
1878,21879,45.24,1177,Grande,Distribuidor,B,Sul,0.5043712
1546,21547,145.45,545,Pequeno,Produtor,C,Sul,0.5041961
601,20602,381.9,872,Pequeno,Produtor,D,Sudeste,0.50397706
1872,21873,215.73,456,Pequeno,Produtor,D,Sudeste,0.50318706
1435,21436,41.94,1023,Pequeno,Cooperativa,D,Sudeste,0.5029999
1762,21763,9.47,1479,Médio,Produtor,F,Sudeste,0.5028071
65,20066,13.91,137,Pequeno,Produtor,F,Sul,0.50255376
277,20278,5.64,1206,Grande,Produtor,D,Sudeste,0.5023651
1924,21925,4.39,1093,Pequeno,Produtor,B,Sudeste,0.5023321
1240,21241,31.84,1274,Pequeno,Produtor,D,Sudeste,0.5022638
540,20541,12.31,1301,Pequeno,Cooperativa,D,Centro-Oeste,0.50214267
1165,21166,17.54,1388,Pequeno,Produtor,D,Centro-Oeste,0.50204486
1415,21416,45.14,92,Pequeno,Indústria,C,Centro-Oeste,0.5020046
784,20785,46.39,1221,Pequeno,Produtor,F,Sudeste,0.5017497
722,20723,57.67,1198,Médio,Produtor,F,Nordeste,0.5017103
380,20381,94.9,292,Médio,Distribuidor,C,Nordeste,0.50140876
1736,21737,9.63,1216,Pequeno,Cooperativa,F,Centro-Oeste,0.5013057
1933,21934,12.37,170,Grande,Produtor,C,Sudeste,0.5011215
374,20375,12.55,167,Grande,Produtor,C,Sudeste,0.5011215
294,20295,145.27,795,Médio,Distribuidor,C,Centro-Oeste,0.5008661
1984,21985,62.95,280,Pequeno,Produtor,D,Sul,0.5007289
359,20360,47.83,551,Pequeno,Cooperativa,C,Sul,0.50067955
772,20773,72.81,441,Pequeno,Produtor,C,Centro-Oeste,0.50056916
1912,21913,17.86,599,Médio,Produtor,F,Centro-Oeste,0.50046045
623,20624,5.69,1239,Pequeno,Cooperativa,C,Nordeste,0.5004224
217,20218,33.21,197,Médio,Distribuidor,C,Sudeste,0.5004108
1580,21581,22.99,308,Pequeno,Produtor,B,Sudeste,0.5002338
716,20717,15.97,689,Pequeno,Produtor,C,Norte,0.5001486
943,20944,467.62,1239,Pequeno,Produtor,C,Sul,0.49984938
797,20798,93.2,540,Pequeno,Produtor,C,Centro-Oeste,0.4997861
712,20713,9.83,245,Pequeno,Produtor,C,Nordeste,0.4991434
357,20358,19.7,546,Pequeno,Produtor,C,Centro-Oeste,0.49868762
532,20533,1.72,1192,Médio,Distribuidor,D,Sul,0.49867198
455,20456,12.09,1457,Pequeno,Cooperativa,C,Sul,0.49854594
956,20957,251.94,761,Grande,Indústria,B,Sudeste,0.49849173
1657,21658,25.09,292,Grande,Cooperativa,F,Centro-Oeste,0.498438
615,20616,2.56,1158,Médio,Produtor,D,Sul,0.4983587
1431,21432,431.05,601,Pequeno,Produtor,C,Sul,0.49832797
1678,21679,300.4,408,Médio,Distribuidor,D,Sudeste,0.49831027
598,20599,179.64,836,Pequeno,Produtor,B,Centro-Oeste,0.4982943
1124,21125,27.2,1480,Pequeno,Produtor,F,Sul,0.49829364
535,20536,94.1,1434,Pequeno,Cooperativa,D,Sudeste,0.49696076
1041,21042,22.35,843,Pequeno,Produtor,C,Centro-Oeste,0.49688327
1480,21481,113.18,1157,Pequeno,Produtor,B,Centro-Oeste,0.4965025
1125,21126,405.41,812,Pequeno,Produtor,C,Sudeste,0.49572518
438,20439,84.61,1138,Médio,Distribuidor,B,Sudeste,0.49568734
1258,21259,93.05,1019,Pequeno,Produtor,C,Sudeste,0.49564728
1907,21908,38.77,598,Médio,Produtor,C,Nordeste,0.49539286
315,20316,18.9,346,Pequeno,Produtor,F,Norte,0.4952064
582,20583,162.4,402,Pequeno,Distribuidor,F,Sudeste,0.4949353
1422,21423,109.67,973,Pequeno,Cooperativa,C,Centro-Oeste,0.49482793
1839,21840,48.66,111,Pequeno,Produtor,D,Centro-Oeste,0.494518
985,20986,128.26,332,Grande,Produtor,C,Centro-Oeste,0.49440387
1818,21819,18.37,334,Pequeno,Produtor,C,Sudeste,0.49419236
1353,21354,72.42,415,Pequeno,Cooperativa,D,Sudeste,0.4940037
1282,21283,56.03,954,Pequeno,Cooperativa,C,Sudeste,0.49313402
1044,21045,105.45,317,Pequeno,Distribuidor,D,Sudeste,0.49310896
617,20618,18.88,957,Pequeno,Produtor,F,Sudeste,0.49306554
1227,21228,84.09,1437,Grande,Cooperativa,B,Norte,0.4930598
1505,21506,12.32,177,Pequeno,Produtor,C,Norte,0.4930392
1359,21360,39.21,311,Grande,Produtor,D,Sul,0.4928333
441,20442,94.95,1445,Pequeno,Produtor,C,Sul,0.4923078
624,20625,14.56,653,Grande,Indústria,C,Sudeste,0.49180108
614,20615,74.05,639,Pequeno,Produtor,B,Centro-Oeste,0.49169627
1213,21214,12.89,211,Pequeno,Cooperativa,C,Centro-Oeste,0.4916709
1776,21777,4.17,614,Pequeno,Distribuidor,F,Sul,0.49150866
1477,21478,89.25,916,Grande,Distribuidor,C,Norte,0.49134815
112,20113,20.78,716,Pequeno,Produtor,C,Sudeste,0.49129993
734,20735,134.09,938,Pequeno,Indústria,B,Sul,0.4910275
860,20861,22.79,1312,Pequeno,Indústria,C,Centro-Oeste,0.49021968
202,20203,7.19,359,Pequeno,Cooperativa,D,Sudeste,0.49004918
599,20600,89.72,1092,Pequeno,Cooperativa,C,Sudeste,0.48973003
210,20211,18.86,269,Médio,Cooperativa,D,Sudeste,0.48959813
468,20469,204.5,792,Pequeno,Produtor,C,Sudeste,0.489593
1484,21485,8.22,138,Médio,Cooperativa,C,Centro-Oeste,0.48947695
427,20428,7.21,1425,Grande,Produtor,B,Nordeste,0.48938918
1518,21519,154.68,844,Pequeno,Cooperativa,C,Norte,0.48920223
1672,21673,69.48,93,Pequeno,Produtor,C,Sudeste,0.48886108
1279,21280,23.74,783,Pequeno,Produtor,C,Sudeste,0.48878026
526,20527,53.08,912,Pequeno,Cooperativa,C,Centro-Oeste,0.48874575
1913,21914,97.82,277,Grande,Cooperativa,D,Sudeste,0.48811057
764,20765,27.69,852,Médio,Produtor,C,Centro-Oeste,0.48776823
323,20324,204.12,1050,Pequeno,Produtor,C,Sul,0.48747033
400,20401,20.52,1060,Pequeno,Produtor,B,Centro-Oeste,0.48711786
1598,21599,14.44,1280,Pequeno,Produtor,C,Centro-Oeste,0.4870139
714,20715,27.98,325,Pequeno,Cooperativa,C,Norte,0.48686522
1270,21271,52.95,550,Médio,Distribuidor,B,Sudeste,0.48588094
1239,21240,42.79,1127,Médio,Cooperativa,F,Centro-Oeste,0.48578954
1865,21866,10.73,1301,Pequeno,Cooperativa,F,Sudeste,0.4853864
132,20133,56.51,1317,Médio,Produtor,C,Centro-Oeste,0.48483127
469,20470,22.05,275,Pequeno,Produtor,C,Sudeste,0.48471928
227,20228,244.82,1009,Grande,Distribuidor,C,Centro-Oeste,0.48471546
519,20520,132.07,382,Pequeno,Produtor,D,Sudeste,0.48464623
189,20190,4.0,801,Pequeno,Produtor,C,Norte,0.48437232
355,20356,12.47,501,Pequeno,Distribuidor,B,Centro-Oeste,0.48433313
1184,21185,84.09,447,Pequeno,Produtor,C,Sudeste,0.48429295
1832,21833,27.55,129,Pequeno,Cooperativa,C,Sul,0.48402187
1020,21021,145.86,1376,Pequeno,Cooperativa,B,Centro-Oeste,0.48368093
268,20269,7.77,1183,Grande,Cooperativa,C,Sudeste,0.48342934
1005,21006,235.07,1405,Pequeno,Produtor,C,Sul,0.4833884
567,20568,93.66,220,Médio,Cooperativa,C,Centro-Oeste,0.48311463
639,20640,31.65,1263,Pequeno,Produtor,F,Sudeste,0.48304534
1747,21748,33.23,588,Pequeno,Produtor,F,Centro-Oeste,0.48294377
156,20157,21.02,401,Pequeno,Produtor,B,Sudeste,0.48212403
137,20138,220.71,662,Pequeno,Distribuidor,B,Sul,0.48154172
1792,21793,61.64,99,Médio,Produtor,F,Centro-Oeste,0.4812643
629,20630,60.41,1442,Pequeno,Produtor,C,Sudeste,0.48124883
1397,21398,139.9,703,Pequeno,Cooperativa,C,Centro-Oeste,0.4811393
808,20809,3.2,558,Pequeno,Indústria,C,Sul,0.4808581
1968,21969,9.31,1388,Pequeno,Indústria,C,Sul,0.4805296
1140,21141,385.96,477,Pequeno,Distribuidor,C,Sudeste,0.4805091
1047,21048,1310.67,993,Pequeno,Cooperativa,A,Centro-Oeste,0.4804725
556,20557,16.77,532,Médio,Produtor,C,Nordeste,0.47980744
1711,21712,108.05,460,Pequeno,Produtor,C,Centro-Oeste,0.47970352
1712,21713,11.1,764,Pequeno,Distribuidor,D,Sudeste,0.47966644
1027,21028,11.17,281,Pequeno,Produtor,B,Nordeste,0.47934607
829,20830,35.66,218,Médio,Distribuidor,B,Sul,0.47933072
1729,21730,137.99,732,Pequeno,Cooperativa,C,Sul,0.4789978
1663,21664,82.17,993,Pequeno,Produtor,C,Sudeste,0.47864795
1089,21090,18.47,1256,Pequeno,Indústria,C,Sudeste,0.4785484
506,20507,77.26,1086,Pequeno,Indústria,C,Sul,0.4783834
751,20752,94.62,1074,Médio,Produtor,C,Sudeste,0.47816885
428,20429,442.65,885,Grande,Produtor,C,Centro-Oeste,0.47757044
131,20132,398.95,490,Médio,Distribuidor,C,Sudeste,0.47732127
902,20903,3.46,1369,Médio,Produtor,D,Sudeste,0.47702506
89,20090,87.6,325,Grande,Produtor,D,Sudeste,0.47680134
937,20938,112.54,871,Grande,Cooperativa,C,Centro-Oeste,0.47660822
1551,21552,261.27,95,Médio,Produtor,C,Sul,0.47658533
225,20226,12.29,691,Médio,Produtor,F,Centro-Oeste,0.47647086
580,20581,30.31,1116,Médio,Distribuidor,C,Sudeste,0.47627863
1935,21936,8.64,294,Pequeno,Produtor,D,Sudeste,0.47624338
327,20328,76.09,1356,Médio,Distribuidor,C,Centro-Oeste,0.47583157
1867,21868,56.25,758,Grande,Distribuidor,C,Centro-Oeste,0.4757328
1346,21347,259.19,561,Médio,Indústria,C,Sudeste,0.47541073
953,20954,204.64,403,Médio,Produtor,C,Centro-Oeste,0.4751807
874,20875,31.69,508,Pequeno,Indústria,C,Sul,0.47451618
1596,21597,33.0,529,Pequeno,Distribuidor,C,Sul,0.47433838
543,20544,477.22,92,Médio,Distribuidor,C,Sul,0.47424904
157,20158,24.76,291,Grande,Produtor,C,Sul,0.47407526
1535,21536,243.81,331,Pequeno,Produtor,C,Sul,0.47395483
1307,21308,6.9,656,Médio,Produtor,D,Centro-Oeste,0.4739439
1932,21933,33.77,1381,Pequeno,Distribuidor,D,Centro-Oeste,0.47342297
577,20578,532.89,810,Médio,Distribuidor,A,Sudeste,0.47319078
1413,21414,139.07,1065,Pequeno,Produtor,D,Centro-Oeste,0.47288516
1892,21893,133.89,742,Médio,Produtor,F,Sudeste,0.4727056
61,20062,107.96,1078,Pequeno,Produtor,C,Sudeste,0.4725544
142,20143,14.56,1418,Pequeno,Cooperativa,D,Sudeste,0.47189504
890,20891,114.78,460,Pequeno,Produtor,B,Centro-Oeste,0.47168848
517,20518,876.87,1319,Médio,Produtor,F,Sudeste,0.47137022
1995,21996,80.04,645,Pequeno,Distribuidor,D,Centro-Oeste,0.47102565
107,20108,15.5,1387,Pequeno,Produtor,C,Centro-Oeste,0.47100708
727,20728,38.56,156,Pequeno,Distribuidor,D,Centro-Oeste,0.47083452
528,20529,13.08,1100,Pequeno,Cooperativa,D,Sudeste,0.47083113
974,20975,729.62,600,Médio,Produtor,C,Sul,0.47067472
1795,21796,331.82,1238,Pequeno,Distribuidor,C,Sul,0.47057748
739,20740,15.06,281,Grande,Distribuidor,C,Sudeste,0.47052807
1938,21939,30.82,1008,Pequeno,Produtor,D,Sudeste,0.47042263
492,20493,326.01,1066,Pequeno,Produtor,C,Sudeste,0.47022152
1375,21376,51.48,649,Pequeno,Cooperativa,C,Centro-Oeste,0.46996367
18,20019,158.71,984,Pequeno,Produtor,D,Centro-Oeste,0.4699474
264,20265,224.95,1031,Pequeno,Cooperativa,C,Sudeste,0.46989244
1436,21437,421.35,92,Pequeno,Distribuidor,C,Sudeste,0.46967128
363,20364,8.12,368,Pequeno,Produtor,C,Sul,0.46912983
226,20227,8.57,1333,Pequeno,Produtor,F,Sudeste,0.46871492
1090,21091,136.11,1122,Pequeno,Distribuidor,D,Centro-Oeste,0.46850494
1614,21615,5.99,335,Pequeno,Produtor,C,Sudeste,0.4684533
46,20047,96.2,1295,Médio,Produtor,D,Sul,0.46842316
57,20058,101.37,682,Pequeno,Cooperativa,D,Sudeste,0.46810117
1368,21369,7.47,556,Médio,Produtor,B,Centro-Oeste,0.46775135
815,20816,41.93,1383,Médio,Cooperativa,C,Nordeste,0.467287
1296,21297,148.39,1359,Pequeno,Indústria,C,Centro-Oeste,0.46696147
49,20050,124.83,425,Pequeno,Produtor,D,Sudeste,0.46680254
1944,21945,41.28,340,Médio,Cooperativa,B,Sudeste,0.4665196
1542,21543,4.0,403,Pequeno,Produtor,C,Sul,0.46644488
234,20235,5.52,831,Pequeno,Produtor,D,Centro-Oeste,0.46623644
63,20064,7.97,1395,Pequeno,Distribuidor,D,Sudeste,0.46618152
270,20271,20.94,346,Pequeno,Indústria,C,Sul,0.4660286
557,20558,1.47,719,Médio,Distribuidor,C,Sudeste,0.46501136
1248,21249,12.35,1382,Pequeno,Cooperativa,F,Nordeste,0.4649458
1224,21225,13.41,1098,Pequeno,Produtor,C,Sudeste,0.4645851
68,20069,7.96,1460,Pequeno,Distribuidor,C,Centro-Oeste,0.4636585
632,20633,4.34,1134,Pequeno,Produtor,C,Sul,0.4632698
1234,21235,38.54,879,Pequeno,Produtor,C,Centro-Oeste,0.4631345
1978,21979,1.9,451,Pequeno,Produtor,D,Sudeste,0.46260047
1115,21116,198.44,458,Grande,Produtor,C,Sul,0.46259898
106,20107,2.07,148,Pequeno,Produtor,B,Sul,0.46256328
1019,21020,239.67,699,Pequeno,Produtor,C,Sudeste,0.46205476
1293,21294,40.83,1416,Pequeno,Cooperativa,C,Sudeste,0.46147025
12,20013,5.33,741,Pequeno,Produtor,C,Sudeste,0.46144962
773,20774,38.51,858,Pequeno,Cooperativa,C,Sudeste,0.46134242
659,20660,13.19,177,Pequeno,Distribuidor,C,Centro-Oeste,0.46124828
917,20918,55.12,930,Médio,Distribuidor,D,Sul,0.46119598
446,20447,17.57,1232,Grande,Produtor,F,Sudeste,0.46024725
55,20056,17.43,1440,Pequeno,Indústria,C,Centro-Oeste,0.45973086
449,20450,15.29,684,Pequeno,Produtor,D,Sudeste,0.45968634
1152,21153,3.73,1140,Pequeno,Indústria,C,Sudeste,0.45953533
865,20866,6.25,596,Pequeno,Indústria,C,Sudeste,0.45935228
186,20187,2.43,493,Médio,Cooperativa,C,Sul,0.45913154
434,20435,7.54,599,Pequeno,Produtor,F,Nordeste,0.45911744
407,20408,34.48,199,Pequeno,Distribuidor,C,Norte,0.45863035
1367,21368,41.66,1393,Pequeno,Indústria,F,Sul,0.4585944
1192,21193,113.72,1078,Pequeno,Produtor,C,Sudeste,0.45856288
1026,21027,11.61,652,Pequeno,Produtor,C,Sudeste,0.45850703
1111,21112,10.85,401,Pequeno,Cooperativa,D,Sudeste,0.45837754
1408,21409,242.14,323,Médio,Cooperativa,F,Sudeste,0.4581014
512,20513,106.01,959,Pequeno,Cooperativa,C,Sudeste,0.45758033
658,20659,224.3,1285,Pequeno,Produtor,C,Sudeste,0.45692155
1750,21751,32.54,183,Médio,Cooperativa,D,Sudeste,0.45600432
975,20976,70.84,911,Pequeno,Cooperativa,D,Sudeste,0.45547903
312,20313,21.36,770,Pequeno,Produtor,B,Sudeste,0.4553338
1095,21096,1067.86,952,Médio,Produtor,C,Sudeste,0.45516673
1264,21265,33.49,694,Pequeno,Produtor,C,Sul,0.45507476
1083,21084,730.56,885,Pequeno,Produtor,D,Nordeste,0.4549795
1117,21118,240.36,114,Médio,Indústria,C,Sudeste,0.45472324
1096,21097,397.83,1203,Médio,Cooperativa,C,Sudeste,0.45436054
544,20545,132.06,193,Pequeno,Produtor,C,Nordeste,0.45402914
938,20939,134.95,420,Médio,Produtor,B,Sudeste,0.4538314
285,20286,23.53,625,Médio,Produtor,C,Sudeste,0.4530713
1356,21357,21.01,1274,Grande,Indústria,F,Centro-Oeste,0.45268148
1465,21466,177.24,1096,Médio,Indústria,C,Centro-Oeste,0.4526168
795,20796,12.9,1417,Médio,Produtor,C,Centro-Oeste,0.45248547
1454,21455,4.01,431,Pequeno,Produtor,C,Sudeste,0.4523234
1629,21630,357.12,561,Pequeno,Produtor,C,Sudeste,0.4521876
1024,21025,109.94,305,Pequeno,Produtor,F,Centro-Oeste,0.45082572
1618,21619,20.95,386,Pequeno,Produtor,F,Sul,0.45050174
1964,21965,16.19,1130,Pequeno,Produtor,C,Sudeste,0.44979498
1200,21201,13.92,294,Médio,Distribuidor,C,Nordeste,0.44931507
1884,21885,69.08,1349,Pequeno,Produtor,C,Nordeste,0.449266
758,20759,134.13,685,Pequeno,Cooperativa,B,Sudeste,0.44875827
1246,21247,29.27,695,Pequeno,Distribuidor,F,Nordeste,0.44858894
981,20982,4.24,440,Pequeno,Produtor,D,Sul,0.44817615
1916,21917,126.6,415,Pequeno,Cooperativa,F,Sudeste,0.44795835
489,20490,450.0,1313,Grande,Produtor,C,Sudeste,0.4479553
1006,21007,108.99,90,Grande,Cooperativa,F,Sul,0.44776735
960,20961,6.61,745,Pequeno,Distribuidor,C,Centro-Oeste,0.4475308
720,20721,10.8,546,Pequeno,Produtor,D,Sul,0.44748878
204,20205,114.26,993,Médio,Produtor,C,Sudeste,0.4474755
1420,21421,45.93,864,Pequeno,Indústria,F,Sudeste,0.4472929
1841,21842,38.22,120,Grande,Produtor,C,Sudeste,0.44693094
1683,21684,2.31,356,Pequeno,Produtor,C,Nordeste,0.4467792
622,20623,28.18,509,Grande,Cooperativa,D,Nordeste,0.44675854
282,20283,152.69,1042,Médio,Produtor,C,Centro-Oeste,0.44659555
667,20668,106.53,1486,Médio,Cooperativa,D,Centro-Oeste,0.44642368
269,20270,188.3,948,Médio,Produtor,F,Sudeste,0.44623625
936,20937,19.19,1392,Pequeno,Indústria,C,Nordeste,0.44613752
395,20396,75.6,453,Pequeno,Produtor,C,Nordeste,0.44562557
1237,21238,105.52,268,Médio,Produtor,D,Sul,0.44543839
1871,21872,93.83,1203,Pequeno,Cooperativa,C,Sudeste,0.44509652
203,20204,58.52,992,Pequeno,Produtor,C,Norte,0.44508493
1340,21341,5.83,835,Pequeno,Produtor,C,Sudeste,0.44505456
477,20478,65.81,846,Pequeno,Produtor,C,Centro-Oeste,0.4449714
